Employee ID,Name,Age,Years of Experience,Salary
e3e70682-c209-4cac-a29f-6fbed82c07cd,David Moore,31.308181620575564,8.766301394112508,96460.78518951497
f728b4fa-4248-4e3a-8a5d-2f346baa9455,Katelyn Hoffman,32.60620822424074,2.3044818777151073,76002.35812550836
eb1167b3-67a9-4378-bc65-c1e582e2e662,Stacey Simpson,45.99659595887113,2.459030003028533,84681.06976158608
f7c1bd87-4da5-4709-9471-3d60c8a70639,John Lamb,41.55263730722598,6.938793416316022,103613.39798802187
e443df78-9558-467f-9ba9-1faf7a024204,Robin Lopez,41.40131526097592,2.65375318977168,98013.36985224951
23a7711a-8133-4876-b7eb-dcd9e87a1613,Miss Angela Swanson DVM,18.830439556891655,8.887242371298585,55340.831801853834
1846d424-c17c-4279-a3c6-612f48268673,Michael Stewart,34.75673875601064,4.1727620384805055,84251.32626288384
fcbd04c3-4021-4ef7-8ca5-a5a19e4d6e3c,Mitchell Smith,27.619690907943113,3.5050903771184845,67729.64187553454
b4862b21-fb97-4435-8856-1712e8e5216a,Kelsey Davis,37.79924599043238,8.84588405296077,68451.71722309664
259f4329-e6f4-490b-9a16-4106cf6a659e,Matthew Russo,34.01849610357042,7.961029582868848,76158.97752907558
12e0c8b2-bad6-40fb-9948-8dec4f65d4d9,William Garcia,44.10178908092592,8.73511792085314,72160.65356741317
5487ce1e-af19-422a-99b8-a714e61a441c,Jennifer Miller,38.17218215191302,6.812089316550771,91814.10260444463
5a921187-19c7-4df4-8f4f-f31e78de5857,Jesse Sparks,42.86327962108976,3.277548629890595,81415.5658772049
a3f2c9bf-9c63-46b9-90f2-44556f25e2a2,Brandi Meyer,30.33580903264057,8.820129906198067,71825.12524739243
8d723104-f773-43c1-b458-a748e9bb17bc,Hannah Wiggins,25.555537440817496,4.463993258097239,76657.94849118139
85776e9a-dd84-439e-b154-5a137a1d5006,Albert Williams,30.899503067974514,6.60491279159279,75005.11491061401
eb2083e6-ce16-4dba-8ff1-8e0242af9fc3,Kristin Potts,34.82979586138559,6.894503935547496,92411.18609736409
17e0aa3c-0398-4ca8-aa7e-9d498c778ea6,Susan Williams,38.791517355550816,4.689979813818332,66922.62604351298
b5d32b16-6619-4cb1-9710-37d1b83e90ec,Meredith Rios,57.59308950690852,6.228158740692161,74696.01552476353
a0116be5-ab0c-4681-88f8-e3d0d3290a4c,Stephanie Bowman,34.577428483393575,6.844413343133054,57188.56391047413
d3fbf47a-7e5b-4e7f-9ca5-499d004ae545,Joshua Clark,25.44054999507223,5.752851062311259,31705.15276248882
baf3897a-3e70-416a-9548-5822de1b372a,Alexa Hernandez,31.540182243006136,2.801198418831611,79804.27893160541
101fbccc-ded7-43e8-b421-eaeb534097ca,Richard Higgins,30.36404025353906,5.596476348412112,82966.54298289258
38c1962e-9148-424f-aac1-c14f30e9c5cc,Marc Williams,39.81481473773462,7.652771793374061,58867.52469390337
247a8333-f7b0-47d2-8da8-056c3d15eef7,William Roberts,19.592029855553754,3.6108642805372693,104046.31935981411
1759edc3-72ae-4244-8b01-63c1cd9d2b7d,Joshua Carter,35.632619942003316,4.700730919344658,48184.51488101853
e005b860-51ef-4922-be43-c49e149818d1,David Williams,36.56506537965375,4.129692896556725,70686.3777595217
7d41e602-eece-428b-bf7b-118e820865d6,Joseph Jones,37.32181036200276,8.698527456958683,67192.2422496125
4a84eb03-8d1f-49b7-8d2b-9deb1beb3711,Gary Perry,29.026839310346375,6.344589514024871,92991.68821537687
552f233a-8c25-466a-9ff3-9849b4e1357d,Terry Wells,32.62078270263993,5.814923672482221,92040.38154850427
3405095c-8a50-46c1-ac18-8efbd080e66e,Vanessa Cooper,20.759390910174684,3.460167851109367,72324.21138545375
8c1745a7-9a6a-4f92-8ca7-4147f6be1f72,Michael Simmons,30.06680116637806,6.078498382583635,75672.43779403261
1775336d-71ea-4d05-89a3-e80e966e1277,Nicholas Kline,29.57138523983282,3.651334678685248,56683.21378554831
5129fb7c-6288-41a5-8c45-782198a6416d,Lori Bennett,39.16050046261425,5.063661116548702,40288.05297664109
2f120554-4a53-48cc-bdfa-bc08935ddd72,Margaret Jones,23.438175681780873,3.728307843242238,64781.31776010771
0870e15c-2fcd-41b5-924b-ace4307bf326,Paul Brown,42.81198101709993,6.352866589892999,72345.2345365597
42930b33-a81a-4477-bb36-75b89cdeb3e6,James Stone,49.94484544491369,6.153181633229882,88454.36021091581
adc0da7a-16fe-4aa0-91af-923d79fdef7c,John Richards,14.300149749864673,4.58340248884401,88035.69773176617
2648ee38-e074-45eb-a156-63abc1f254b8,Jenny Richardson,39.26258730778101,5.79201342532329,64190.097738880715
148b2758-d7ab-4928-89e4-69e6ec62b2c8,Debbie Waters MD,41.76908035030245,2.8138769825389884,65465.45874136996
d450fe4a-ec4f-417b-b306-d1a8e5eeac76,Austin Boyer,28.62562974447771,2.017484814588789,54271.70552399361
d67e55fd-642b-4a42-aef9-c00b8a64c1b9,Stephanie Hayes,31.027281856712023,5.8787834025290735,48699.73094231537
85940927-468f-453d-864a-7a50b48d73f1,Barbara Sanders,33.671194224130446,5.333346990745058,44405.94714062481
37176e84-d977-4993-bc49-d76fcfc6e625,Andrew Gould,32.02209120598272,6.270062873784212,99261.63092847685
d3447490-96fd-45d0-adf2-0806e5214606,Charles Gonzalez,31.909870309528777,9.766289549727883,62355.2172737252
46743741-9466-4472-ab5f-5241f323ca74,Joshua Hernandez,18.239961936700233,6.888958973980827,63428.885475832205
a425799a-a905-4750-be1e-a9c573581a81,Victoria Hernandez MD,46.5233156478312,3.1743555491116826,51208.0695992511
fb82860d-eabc-48d0-b341-facdff0ac0f1,Sherry Simpson,45.79618592036821,7.234032576191706,81662.35533747866
5306f3f5-1516-4570-9b7c-709acb175a5a,Erica Jimenez,26.86635740795797,2.3681851789769577,45791.532286630725
964a870c-7c87-4b74-9d87-8f9f9cdf5a86,Mr. Dakota Lynch II,20.33575672197486,4.0768307903705825,66808.89579679047
30bcab0e-d857-4102-95d4-4936a1515607,Victor Nolan,40.21064876452758,4.863516789350737,56568.00158209486
4562be7f-bb42-40b2-8426-465e3e37952d,Amanda Hernandez,29.24212030186934,8.426685443298734,75803.53746788893
5f3f5638-3870-4a14-b490-b6081dfc8352,Richard Kirby,36.4195316332078,3.51049035590312,62337.9229364669
6d16ee18-5521-46dd-aba4-b180cb69ca38,Michelle Roman,31.80671582854905,3.3471229226819714,52290.51723816382
c87a7463-19c1-4a0d-8feb-d845d0dfae43,Bradley Melton,41.91538751070186,4.803094951149135,69577.26657492018
38018b47-b29a-4b06-9af6-6c5f2577bffa,Danny Williams,41.94749143656006,3.6730434272757853,76424.97805795626
a25b59fd-92e8-4269-912e-cbc40b9475b1,Ryan Rivera,27.74402621536416,7.253271844213014,70997.75833574752
9a27d858-88c1-42ad-afbf-c19ee8f6cf32,Charles Douglas,21.166360446049445,2.8401369832731533,74537.07846609672
1fdb8b32-06d5-49e8-92f1-75ffae3b16ec,Kathy Santana,19.17061602664918,2.705062695177795,60485.168594785544
d480865f-9b38-4e80-b042-e325a28f5ab0,Laura Gregory,41.10379379107205,4.1243599105111315,64558.882510192925
176ea1b1-6426-4cd5-9ea4-5cd69371a71f,Norma Mooney,23.11140742215971,4.00393509861539,59913.09328336074
1db53334-fb03-43a1-9576-d4155ec17dbe,Susan Harris,29.931836457013127,8.859064107633971,64606.70257689188
31d0b664-0589-4877-9b02-52440950fd13,Linda Petersen,29.03685961549492,6.898841613851522,57802.80576933319
b7d6467b-2f5a-422a-b87f-43fdf6062541,Dr. James Willis,34.47432703730454,5.175102482770382,44105.76096502485
ba26d851-35e8-479a-baaf-0e891fb797fa,Rebecca Sandoval,15.63720194153493,2.549128962339664,72661.3921338063
ade9b2b4-efdd-45f8-8fa3-4266ccfdba9b,Christopher Hunter,36.887785967938285,6.688725952803094,63973.28595687607
9edfa3da-6cf5-4b15-8b53-031d05d51433,Austin Heath,40.23891023834206,2.9995693052208705,45547.02479550934
11ebcd49-428a-4c22-95fd-b76a19fbeb1d,Elizabeth Russell,35.88422087044661,1.9104578064447768,76941.73383288662
4d125e7f-a59c-4c98-926c-bc8f38884479,Amy Davidson,31.891138283015284,7.3760595847046035,56390.524534251366
0fa07a3f-2e29-4065-afa2-31e959acdd98,Dustin Greer,35.97400166268783,5.633885223849699,70779.18093694208
98b33c6e-0a14-490a-b795-e98680ee526e,Andrew Butler,38.9904634564013,6.841717647561638,80936.35843266305
642aad48-fcfc-4a81-b306-d70019d5f970,Scott Love DDS,7.274072435733498,5.637455305886043,71934.74366136116
e786ab37-5bca-47be-8298-17c53308fb2e,William Jenkins,54.55912308250694,6.713661223805382,87091.01026814952
e6fd68e8-d69c-41c2-b860-1602bb4a06cb,Jasmine Williams,38.90093322687927,3.697948813399706,51477.61269469521
b29c467d-2b5f-4932-91dc-59efeb21a3f6,Christian Johnson,28.4759141761298,2.9315143164310706,76035.12461766324
c470f0e7-f76f-4fb8-b412-fc12ac322c12,Lorraine Garcia,31.090466248123988,6.363189036563254,59727.8486358953
28805c5d-ad1b-4f60-89e4-dab20edc6d2b,Hannah Reyes,39.93741777349189,3.393180671652318,56938.04276227177
878b9f6b-57a1-4b71-a975-d279d86dbf11,Katherine Ibarra,33.83896060965633,3.6209004444995987,61317.255028533764
